date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:42:02	8854/8854	---M-Z	200	added ('OK')	text/css	etag:%222296-632d9a4f-b66bb93ce3263bd3;gz%22	https://thewebmax.org/industro/css/skin/skin-9.css	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/css/skin/skin-9.css	(from https://thewebmax.org/industro/index-2.html)
09:42:02	2691/2691	---M-Z	200	added ('OK')	text/css	etag:%22a83-632d9a4f-27619122dfe01c62;gz%22	https://thewebmax.org/industro/css/switcher.css	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/css/switcher.css	(from https://thewebmax.org/industro/index-2.html)
09:42:02	30060/30060	---M-Z	200	added ('OK')	text/css	etag:%22756c-632d9aa9-fac721795cc89c4b;gz%22	https://thewebmax.org/industro/plugins/revolution/revolution/css/settings.css	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/plugins/revolution/revolution/css/settings.css	(from https://thewebmax.org/industro/index-2.html)
09:42:02	59576/59576	---M-Z	200	added ('OK')	text/css	etag:%22e8b8-632d9aa8-22512e8f61327bde;gz%22	https://thewebmax.org/industro/plugins/revolution/revolution/css/navigation.css	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/plugins/revolution/revolution/css/navigation.css	(from https://thewebmax.org/industro/index-2.html)
09:42:03	132892/132892	---M-Z	200	added ('OK')	text/html	etag:%222071c-632d9a6f-42dec8464128f570;gz%22	https://thewebmax.org/industro/index.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index.html	(from https://thewebmax.org/industro/index-2.html)
09:42:03	4389/4389	---M--	200	added ('OK')	image/png	etag:%221125-632d9a63-99a62df1e8cb330a;;;%22	https://thewebmax.org/industro/images/logo-9.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/logo-9.png	(from https://thewebmax.org/industro/index-2.html)
09:42:03	100769/100769	---M-Z	200	added ('OK')	text/html	etag:%22189a1-632d9a6f-ec82364ccee37726;gz%22	https://thewebmax.org/industro/index-3.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-3.html	(from https://thewebmax.org/industro/index-2.html)
09:42:03	124148/124148	---M-Z	200	added ('OK')	text/html	etag:%221e4f4-632d9a6f-28025b5634b66b22;gz%22	https://thewebmax.org/industro/index-4.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-4.html	(from https://thewebmax.org/industro/index-2.html)
09:42:04	120841/120841	---M-Z	200	added ('OK')	text/html	etag:%221d809-632d9a6f-30dc1b73c34fbb13;gz%22	https://thewebmax.org/industro/index-5.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-5.html	(from https://thewebmax.org/industro/index-2.html)
09:42:04	109351/109351	---M-Z	200	added ('OK')	text/html	etag:%221ab27-632d9a6f-46cb8cc6f93d3bc7;gz%22	https://thewebmax.org/industro/index-6.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-6.html	(from https://thewebmax.org/industro/index-2.html)
09:42:04	119858/119858	---M-Z	200	added ('OK')	text/html	etag:%221d432-632d9a6f-50d72836251da9b3;gz%22	https://thewebmax.org/industro/index-7.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-7.html	(from https://thewebmax.org/industro/index-2.html)
09:42:04	120078/120078	---M-Z	200	added ('OK')	text/html	etag:%221d50e-632d9a6f-cfc4bd5812647b3a;gz%22	https://thewebmax.org/industro/index-8.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-8.html	(from https://thewebmax.org/industro/index-2.html)
09:42:05	128336/128336	---M-Z	200	added ('OK')	text/html	etag:%221f550-632d9a6f-d2f7c2826b53d0cf;gz%22	https://thewebmax.org/industro/index-9.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-9.html	(from https://thewebmax.org/industro/index-2.html)
09:42:05	121291/121291	---M-Z	200	added ('OK')	text/html	etag:%221d9cb-632d9a6f-8b258d5429bc2144;gz%22	https://thewebmax.org/industro/index-10.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-10.html	(from https://thewebmax.org/industro/index-2.html)
09:42:05	129100/129100	---M-Z	200	added ('OK')	text/html	etag:%221f84c-632d9a6f-fcea60d9d9091564;gz%22	https://thewebmax.org/industro/index-11.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-11.html	(from https://thewebmax.org/industro/index-2.html)
09:42:05	102189/102189	---M-Z	200	added ('OK')	text/html	etag:%2218f2d-632d9a6f-9f8d09ec6eee3f73;gz%22	https://thewebmax.org/industro/index-12.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/index-12.html	(from https://thewebmax.org/industro/index-2.html)
09:42:05	71128/71128	---M-Z	200	added ('OK')	text/html	etag:%22115d8-632d9a2a-685583c83e5a73d1;gz%22	https://thewebmax.org/industro/about-1.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/about-1.html	(from https://thewebmax.org/industro/index-2.html)
09:42:06	69007/69007	---M-Z	200	added ('OK')	text/html	etag:%2210d8f-632d9a2a-6bc2787b6af6aedb;gz%22	https://thewebmax.org/industro/about-2.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/about-2.html	(from https://thewebmax.org/industro/index-2.html)
09:42:06	67650/67650	---M-Z	200	added ('OK')	text/html	etag:%2210842-632d9ab1-4f90ab7c8fed0768;gz%22	https://thewebmax.org/industro/services-1.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/services-1.html	(from https://thewebmax.org/industro/index-2.html)
09:42:06	63524/63524	---M-Z	200	added ('OK')	text/html	etag:%22f824-632d9ab1-88ed2d13c1ea493;gz%22	https://thewebmax.org/industro/services-2.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/services-2.html	(from https://thewebmax.org/industro/index-2.html)
09:42:06	45659/45659	---M-Z	200	added ('OK')	text/html	etag:%22b25b-632d9ab1-60519a177296cd60;gz%22	https://thewebmax.org/industro/s-agricultural.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/s-agricultural.html	(from https://thewebmax.org/industro/index-2.html)
09:42:07	45660/45660	---M-Z	200	added ('OK')	text/html	etag:%22b25c-632d9ab1-e0d64f00fa37ab1c;gz%22	https://thewebmax.org/industro/s-automotive.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/s-automotive.html	(from https://thewebmax.org/industro/index-2.html)
09:42:07	45653/45653	---M-Z	200	added ('OK')	text/html	etag:%22b255-632d9ab1-edb10b703f9c7c72;gz%22	https://thewebmax.org/industro/s-civil.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/s-civil.html	(from https://thewebmax.org/industro/index-2.html)
09:42:07	45652/45652	---M-Z	200	added ('OK')	text/html	etag:%22b254-632d9ab1-f61c3875849907d6;gz%22	https://thewebmax.org/industro/s-chemical.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/s-chemical.html	(from https://thewebmax.org/industro/index-2.html)
09:42:07	45658/45658	---M-Z	200	added ('OK')	text/html	etag:%22b25a-632d9ab1-fbefb384f1307c73;gz%22	https://thewebmax.org/industro/s-mechanical.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/s-mechanical.html	(from https://thewebmax.org/industro/index-2.html)
09:42:07	45656/45656	---M-Z	200	added ('OK')	text/html	etag:%22b258-632d9ab1-77aa0d0aade26b03;gz%22	https://thewebmax.org/industro/s-oilgas.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/s-oilgas.html	(from https://thewebmax.org/industro/index-2.html)
09:42:08	45656/45656	---M-Z	200	added ('OK')	text/html	etag:%22b258-632d9ab1-f77d6df6e2594d63;gz%22	https://thewebmax.org/industro/s-power-energy.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/s-power-energy.html	(from https://thewebmax.org/industro/index-2.html)
09:42:08	43024/43024	---M-Z	200	added ('OK')	text/html	etag:%22a810-632d9ab1-11ba69383e4d4f33;gz%22	https://thewebmax.org/industro/project-grid.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/project-grid.html	(from https://thewebmax.org/industro/index-2.html)
09:42:08	43184/43184	---M-Z	200	added ('OK')	text/html	etag:%22a8b0-632d9ab1-5a63c9064c3b9138;gz%22	https://thewebmax.org/industro/project-masonry.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/project-masonry.html	(from https://thewebmax.org/industro/index-2.html)
09:42:08	44448/44448	---M-Z	200	added ('OK')	text/html	etag:%22ada0-632d9ab1-9e0eb8c660491ce1;gz%22	https://thewebmax.org/industro/project-carousel.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/project-carousel.html	(from https://thewebmax.org/industro/index-2.html)
09:42:09	41500/41500	---M-Z	200	added ('OK')	text/html	etag:%22a21c-632d9ab1-331ff4e2e5a95d81;gz%22	https://thewebmax.org/industro/project-detail.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/project-detail.html	(from https://thewebmax.org/industro/index-2.html)
09:42:09	41087/41087	---M-Z	200	added ('OK')	text/html	etag:%22a07f-632d9a71-ede1d07191f6dc34;gz%22	https://thewebmax.org/industro/our-prices.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/our-prices.html	(from https://thewebmax.org/industro/index-2.html)
09:42:09	40512/40512	---M-Z	200	added ('OK')	text/html	etag:%229e40-632d9a50-dbc5f2b92b7b27ae;gz%22	https://thewebmax.org/industro/icon-font.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/icon-font.html	(from https://thewebmax.org/industro/index-2.html)
09:42:09	48936/48936	---M-Z	200	added ('OK')	text/html	etag:%22bf28-632d9ab1-1af3d05097936d39;gz%22	https://thewebmax.org/industro/team.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/team.html	(from https://thewebmax.org/industro/index-2.html)
09:42:09	42172/42172	---M-Z	200	added ('OK')	text/html	etag:%22a4bc-632d9ab1-268914b2c86e4cf8;gz%22	https://thewebmax.org/industro/team-single.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/team-single.html	(from https://thewebmax.org/industro/index-2.html)
09:42:10	44767/44767	---M-Z	200	added ('OK')	text/html	etag:%22aedf-632d9a4f-ad2448ebc0d6987e;gz%22	https://thewebmax.org/industro/Faq.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/Faq.html	(from https://thewebmax.org/industro/index-2.html)
09:42:10	34368/34368	---M-Z	200	added ('OK')	text/html	etag:%228640-632d9a4f-4ad3bbf0df8eead3;gz%22	https://thewebmax.org/industro/error-403.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/error-403.html	(from https://thewebmax.org/industro/index-2.html)
09:42:10	7775/7775	---M-Z	200	added ('OK')	text/html	etag:%221e5f-632d9a4f-1c54ee5309d37940;gz%22	https://thewebmax.org/industro/error-404.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/error-404.html	(from https://thewebmax.org/industro/index-2.html)
09:42:10	33166/33166	---M-Z	200	added ('OK')	text/html	etag:%22818e-632d9a4f-b19dd0c98b486de9;gz%22	https://thewebmax.org/industro/error-405.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/error-405.html	(from https://thewebmax.org/industro/index-2.html)
09:42:10	42826/42826	---M-Z	200	added ('OK')	text/html	etag:%22a74a-632d9a4a-d1d455872afe3b3b;gz%22	https://thewebmax.org/industro/contact-1.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/contact-1.html	(from https://thewebmax.org/industro/index-2.html)
09:42:11	78630/78630	---M-Z	200	added ('OK')	text/html	etag:%2213326-632d9ab1-33b8c16d5f36a4b1;gz%22	https://thewebmax.org/industro/product.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/product.html	(from https://thewebmax.org/industro/index-2.html)
09:42:11	71392/71392	---M-Z	200	added ('OK')	text/html	etag:%22116e0-632d9ab1-cf662f675e0fca67;gz%22	https://thewebmax.org/industro/product-detail.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/product-detail.html	(from https://thewebmax.org/industro/index-2.html)
09:42:11	37598/37598	---M-Z	200	added ('OK')	text/html	etag:%2292de-632d9ab1-329bbafdab666012;gz%22	https://thewebmax.org/industro/shopping-cart.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/shopping-cart.html	(from https://thewebmax.org/industro/index-2.html)
09:42:11	43669/43669	---M-Z	200	added ('OK')	text/html	etag:%22aa95-632d9a4a-13fe6b0305df9732;gz%22	https://thewebmax.org/industro/checkout.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/checkout.html	(from https://thewebmax.org/industro/index-2.html)
09:42:12	36456/36456	---M-Z	200	added ('OK')	text/html	etag:%228e68-632d9ab1-1b5e8aeedda59d67;gz%22	https://thewebmax.org/industro/wish-list.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/wish-list.html	(from https://thewebmax.org/industro/index-2.html)
09:42:12	51152/51152	---M-Z	200	added ('OK')	text/html	etag:%22c7d0-632d9a2a-aaefa13dc6399e3a;gz%22	https://thewebmax.org/industro/blog-grid.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/blog-grid.html	(from https://thewebmax.org/industro/index-2.html)
09:42:12	60972/60972	---M-Z	200	added ('OK')	text/html	etag:%22ee2c-632d9a2a-d5fc7f9ffd27ac7e;gz%22	https://thewebmax.org/industro/blog-list-sidebar.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/blog-list-sidebar.html	(from https://thewebmax.org/industro/index-2.html)
09:42:12	60532/60532	---M-Z	200	added ('OK')	text/html	etag:%22ec74-632d9a2a-435f5dc2ec89937f;gz%22	https://thewebmax.org/industro/blog-post-right-sidebar.html	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/blog-post-right-sidebar.html	(from https://thewebmax.org/industro/index-2.html)
09:42:13	193570/193570	---M--	200	added ('OK')	image/jpeg	etag:%222f422-632d9a64-711aa1765755d7ba;;;%22	https://thewebmax.org/industro/images/main-slider/slider2/slide1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/main-slider/slider2/slide1.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:13	126644/126644	---M--	200	added ('OK')	image/jpeg	etag:%221eeb4-632d9a64-fdaf3909cdccadbb;;;%22	https://thewebmax.org/industro/images/main-slider/slider2/slide2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/main-slider/slider2/slide2.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:13	69381/69381	---M--	200	added ('OK')	image/jpeg	etag:%2210f05-632d9a68-8200b920f882c7c1;;;%22	https://thewebmax.org/industro/images/project/square/1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project/square/1.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:13	276970/276970	---M--	200	added ('OK')	image/jpeg	etag:%22439ea-632d9a51-fab930a2ebcc9bbb;;;%22	https://thewebmax.org/industro/images/background/bg-5.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/background/bg-5.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:13	66476/66476	---M--	200	added ('OK')	image/jpeg	etag:%22103ac-632d9a68-2a94cf2682ab29dc;;;%22	https://thewebmax.org/industro/images/project/square/2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project/square/2.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:14	73871/73871	---M--	200	added ('OK')	image/jpeg	etag:%221208f-632d9a68-fddec2f5fa41827d;;;%22	https://thewebmax.org/industro/images/project/square/3.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project/square/3.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:14	64399/64399	---M--	200	added ('OK')	image/jpeg	etag:%22fb8f-632d9a68-3f7e21a4b33ac0c1;;;%22	https://thewebmax.org/industro/images/project/square/4.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project/square/4.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:14	61209/61209	---M--	200	added ('OK')	image/jpeg	etag:%22ef19-632d9a68-ab180eeadc657e6;;;%22	https://thewebmax.org/industro/images/project/square/5.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project/square/5.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:14	89625/89625	---M--	200	added ('OK')	image/jpeg	etag:%2215e19-632d9a69-70c283944458a53e;;;%22	https://thewebmax.org/industro/images/project/square/6.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project/square/6.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:15	73591/73591	---M--	200	added ('OK')	image/jpeg	etag:%2211f77-632d9a69-f73f3822dfb94a01;;;%22	https://thewebmax.org/industro/images/project/square/7.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/project/square/7.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:15	38905/38905	---M--	200	added ('OK')	image/jpeg	etag:%2297f9-632d9a56-78761d77dde1737f;;;%22	https://thewebmax.org/industro/images/colarge/s2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/colarge/s2.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:15	54810/54810	---M--	200	added ('OK')	image/jpeg	etag:%22d61a-632d9a56-5021cd85d7fe399c;;;%22	https://thewebmax.org/industro/images/colarge/s1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/colarge/s1.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:15	237114/237114	---M--	200	added ('OK')	image/jpeg	etag:%2239e3a-632d9a51-1943fa5fd6124585;;;%22	https://thewebmax.org/industro/images/background/bg-2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/background/bg-2.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:15	5872/5872	---M--	200	added ('OK')	image/png	etag:%2216f0-632d9a55-f734cf501631d795;;;%22	https://thewebmax.org/industro/images/client-logo/w1.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/client-logo/w1.png	(from https://thewebmax.org/industro/index-2.html)
09:42:16	4423/4423	---M--	200	added ('OK')	image/png	etag:%221147-632d9a55-db3643946c95848d;;;%22	https://thewebmax.org/industro/images/client-logo/w2.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/client-logo/w2.png	(from https://thewebmax.org/industro/index-2.html)
09:42:16	6561/6561	---M--	200	added ('OK')	image/png	etag:%2219a1-632d9a55-ffff016b10a4e620;;;%22	https://thewebmax.org/industro/images/client-logo/w3.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/client-logo/w3.png	(from https://thewebmax.org/industro/index-2.html)
09:42:16	8543/8543	---M--	200	added ('OK')	image/png	etag:%22215f-632d9a55-549f7df6b382fa2c;;;%22	https://thewebmax.org/industro/images/client-logo/w4.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/client-logo/w4.png	(from https://thewebmax.org/industro/index-2.html)
09:42:16	4684/4684	---M--	200	added ('OK')	image/png	etag:%22124c-632d9a56-6d8a354aa02caa5c;;;%22	https://thewebmax.org/industro/images/client-logo/w5.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/client-logo/w5.png	(from https://thewebmax.org/industro/index-2.html)
09:42:17	6175/6175	---M--	200	added ('OK')	image/png	etag:%22181f-632d9a56-1c217726524f81eb;;;%22	https://thewebmax.org/industro/images/client-logo/w6.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/client-logo/w6.png	(from https://thewebmax.org/industro/index-2.html)
09:42:17	117262/117262	---M--	200	added ('OK')	image/png	etag:%221ca0e-632d9a51-4fd0762607539c15;;;%22	https://thewebmax.org/industro/images/background/bg-5.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/background/bg-5.png	(from https://thewebmax.org/industro/index-2.html)
09:42:17	12615/12615	---M--	200	added ('OK')	image/jpeg	etag:%223147-632d9a6c-8927d01028296170;;;%22	https://thewebmax.org/industro/images/testimonials/pic1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/testimonials/pic1.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:17	15564/15564	---M--	200	added ('OK')	image/jpeg	etag:%223ccc-632d9a6d-1115cf979ac61601;;;%22	https://thewebmax.org/industro/images/testimonials/pic2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/testimonials/pic2.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:17	13122/13122	---M--	200	added ('OK')	image/jpeg	etag:%223342-632d9a6d-c9c83c8d2866b643;;;%22	https://thewebmax.org/industro/images/testimonials/pic3.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/testimonials/pic3.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:18	17240/17240	---M--	200	added ('OK')	image/jpeg	etag:%224358-632d9a6d-ad1dfd7255e52775;;;%22	https://thewebmax.org/industro/images/testimonials/pic4.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/testimonials/pic4.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:18	218230/218230	---M--	200	added ('OK')	image/png	etag:%2235476-632d9a52-ebbc0d99a819646f;;;%22	https://thewebmax.org/industro/images/background/bg-map.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/background/bg-map.png	(from https://thewebmax.org/industro/index-2.html)
09:42:18	69487/69487	---M--	200	added ('OK')	image/jpeg	etag:%2210f6f-632d9a6c-2a0ebd8f7468b7d8;;;%22	https://thewebmax.org/industro/images/team/pic1.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/team/pic1.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:18	48866/48866	---M--	200	added ('OK')	image/jpeg	etag:%22bee2-632d9a6c-e1cebd3c2af37a46;;;%22	https://thewebmax.org/industro/images/team/pic2.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/team/pic2.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:18	57568/57568	---M--	200	added ('OK')	image/jpeg	etag:%22e0e0-632d9a6c-3855354cf2a82db8;;;%22	https://thewebmax.org/industro/images/team/pic3.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/team/pic3.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:19	218364/218364	---M--	200	added ('OK')	image/jpeg	etag:%22354fc-632d9a51-74819a65c973f1d0;;;%22	https://thewebmax.org/industro/images/background/bg-6.jpg	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/background/bg-6.jpg	(from https://thewebmax.org/industro/index-2.html)
09:42:19	341247/341247	---M--	200	added ('OK')	image/png	etag:%22534ff-632d9a69-fe0bc0b660fa48b2;;;%22	https://thewebmax.org/industro/images/self-pic.png	C:/Users/mitta/Downloads/MA%20Industry/thewebmax.org/industro/images/self-pic.png	(from https://thewebmax.org/industro/index-2.html)
